knob_name,type,description,DBMS,cluster
sql_slave_skip_counter,Integer,"The `sql_slave_skip_counter` parameter in MySQL is used to ignore a specified number of events in the replication stream on a MySQL replication slave server. When this parameter is set, the specified number of events are skipped, allowing the replication process to continue from the next event. It provides a way to bypass errors or inconsistencies in the replication process. This parameter is available in MySQL 5.1 and later versions.",MySQL,0
sql_warnings,Boolean,"The `sql_warnings` configuration parameter in MySQL controls the level of warning messages generated during the execution of SQL statements. When enabled, it causes warnings to be treated as errors, terminating the statement execution. By default, `sql_warnings` is disabled, allowing SQL statements to continue executing even when warnings are encountered. This parameter is available in MySQL 5.7 and later versions.",MySQL,0
ssl_ca,File name,The `ssl_ca` parameter in MySQL specifies the path to the Certificate Authority (CA) file for establishing secure connections using SSL/TLS. This file contains the trusted CA certificates that the server will use to verify the authenticity of the presented server certificates during the SSL/TLS handshake. It ensures secure communication by verifying the server's certificate against the trusted CA certificates.,MySQL,0
ssl_capath,Directory name,"The `ssl_capath` MySQL configuration parameter specifies the path to a directory that contains trusted SSL CA certificates. When establishing an SSL connection, MySQL Server uses the CA certificates in this directory to verify the authenticity of the certificate presented by the client or server. This parameter is available in MySQL 5.7 and later versions.",MySQL,0
ssl_cert,File name,"The `ssl_cert` MySQL configuration parameter specifies the path to the server SSL certificate file. When SSL is enabled, this certificate is used to verify the server's identity during secure connections. It is essential for establishing secure encrypted communication between the MySQL server and clients over SSL/TLS protocols. The `ssl_cert` parameter is available in MySQL versions that support SSL encryption.",MySQL,0
ssl_cipher,String,"The `ssl_cipher` parameter in MySQL is used to specify the cipher suites that the server accepts for encrypted connections established over SSL. By configuring this parameter, the server can control the security levels and encryption algorithms for SSL/TLS connections. It allows administrators to define a list of preferred cipher suites or restrict the accepted ciphers for enhanced security. This parameter is available in MySQL versions that support SSL/TLS encryption.",MySQL,0
ssl_crl,File name,"The `ssl_crl` MySQL configuration parameter specifies the path to the Certificate Revocation List (CRL) file used in SSL connections. When enabled, MySQL checks this list to determine if a client certificate has been revoked before allowing the SSL connection. This parameter is available in MySQL 5.6.16 and later versions.",MySQL,0
ssl_crlpath,Directory name,The MySQL configuration parameter `ssl_crlpath` specifies the file path to the directory containing Certificate Revocation Lists (CRLs) used for checking the revocation status of SSL certificates. This parameter is relevant when SSL connections are enabled in MySQL to enhance security by validating the authenticity of certificates against CRLs. `ssl_crlpath` is supported in MySQL 5.6.16 and later versions.,MySQL,0
ssl_key,File name,The `ssl_key` MySQL configuration parameter specifies the file path to the private key used for SSL connections. This key is required for encrypting data exchanged between the server and clients for secure communication. It is essential for enabling SSL/TLS encryption in MySQL server connections.,MySQL,0
ssl_session_cache_mode,Boolean,"**Parameter: ssl_session_cache_mode**

- **Role and Purpose:**
  - Determines the SSL session cache mode available for secure connections in MySQL Server.
  - This parameter offers control over how SSL session caching is handled, impacting the efficiency and security of SSL/TLS connections.
  - The values for this parameter are OFF, SERVER, and CLIENT, which dictate whether session caching is disabled, cached server-side, or cached client-side, respectively.",MySQL,0
ssl_session_cache_timeout,Integer,"The `ssl_session_cache_timeout` MySQL configuration parameter specifies the maximum time in seconds that an SSL session cache entry remains in the cache. When an SSL connection is established, its session information is stored in the cache for potential reuse in subsequent connections, reducing the overhead of setting up new SSL sessions. Lowering this value can free up cache space more frequently, while increasing it can improve SSL session reuse efficiency. This parameter is available starting from MySQL 5.7.31 and 8.0.21 versions.",MySQL,0
stored_program_cache,Integer,"The `stored_program_cache` MySQL configuration parameter defines the size in bytes of the cache allocated for stored programs such as stored procedures and functions. This cache stores the compiled version of these programs, reducing the overhead of repeatedly parsing them. By adjusting this parameter, users can optimize memory usage and performance related to stored programs in MySQL. The `stored_program_cache` parameter is available in MySQL 8.0 and later versions.",MySQL,0
stored_program_definition_cache,Integer,"The `stored_program_definition_cache` parameter in MySQL specifies the size of the cache used for storing stored program definitions. This cache holds parsed representations of stored programs such as procedures and functions, improving performance by reducing the need for re-parsing. It is available starting from MySQL version 8.0.",MySQL,0
super_read_only,Boolean,"The `super_read_only` parameter in MySQL is used to prevent users with the SUPER privilege from modifying data when set to 1. This setting is particularly useful for scenarios where write operations should be restricted, such as during failover situations. It does not apply to users who have the SUPER privilege, allowing them to continue modifying data if needed. This parameter is available starting from MySQL version 8.0.14.",MySQL,0
sync_binlog,Integer,"The `sync_binlog` parameter in MySQL controls the synchronization behavior of binary log disk writes. When set to 1, it ensures that each write operation is synchronized to disk on every commit. This setting provides durability but might impact performance due to disk sync operations. This parameter is available in MySQL versions 5.5 and higher.",MySQL,0
sync_master_info,Integer,"The `sync_master_info` parameter in MySQL controls whether the server writes synchronization information to the metadata file `master.info` for a replication master. When enabled, MySQL synchronizes the binary log coordinates between the master and its replicas. This parameter is applicable to MySQL versions 5.6 and later.",MySQL,0
sync_relay_log,Integer,"The `sync_relay_log` parameter in MySQL controls whether the relay log contents are synchronized to disk for each event. When enabled, each event is synchronized immediately to disk, ensuring data durability in case of a server crash. This can impact performance, so it should be used with caution depending on the level of data protection required.",MySQL,0
sync_relay_log_info,Integer,"The `sync_relay_log_info` MySQL configuration parameter specifies whether the relay log info file should be synchronized to disk after each write operation. Enabling this parameter ensures that relay log information is safely stored on disk, reducing the risk of data loss in case of a crash. It is available in MySQL 5.6.21 and later versions.",MySQL,0
sync_source_info,Integer,The `sync_source_info` MySQL configuration parameter specifies whether to synchronize the source information stored in the INFORMATION_SCHEMA.TABLES table for a given table. Enabling this parameter ensures that changes made on the server - such as rename table operations - are accurately reflected in the metadata stored in INFORMATION_SCHEMA. This parameter is available in MySQL 8.0 and later versions.,MySQL,0
syseventlog.facility,String,"The `syseventlog.facility` configuration parameter in MySQL determines the syslog facility to use for logging classification-related messages. The facility value is an integer representing the category/type of the message being logged, such as ""local0,"" ""local1,"" etc. This parameter is not deprecated and is available in MySQL versions where the syslog support is included.",MySQL,0
syseventlog.include_pid,Boolean,"The `syseventlog.include_pid` MySQL configuration parameter determines whether the thread ID associated with each entry in the system event log includes the server process ID. Setting this parameter to a value of `1` includes the process ID in the log entries, while setting it to `0` excludes the process ID. This parameter is available in MySQL 8.0 and later versions.",MySQL,0
syseventlog.tag,String,"The syseventlog.tag MySQL configuration parameter is used to specify a tag value that is prepended to all messages written to the System Event Log. This tag can help identify the source or category of the events logged, providing a way to organize and differentiate them. The syseventlog.tag parameter is available in MySQL 8.0 and later versions.",MySQL,0
table_definition_cache,Integer,"The `table_definition_cache` parameter in MySQL specifies the number of table definition objects that can be stored in the cache. This cache stores parsed table definitions, reducing overhead when accessing table metadata. Allocating an appropriate size for this cache can improve performance by reducing the need to parse table structure repeatedly. This parameter is available in MySQL 5.6 and later versions.",MySQL,0
table_encryption_privilege_check,Boolean,"The MySQL configuration parameter ""table_encryption_privilege_check"" is used to control whether nonprivileged user accounts can query or modify encrypted InnoDB tables. When enabled, this parameter enforces access restrictions on encrypted tables, requiring users to have the necessary privileges to access the data. This parameter was introduced in MySQL 8.0.14 and later versions.",MySQL,0
table_open_cache,Integer,"The `table_open_cache` parameter in MySQL determines the number of table descriptors that the server caches for reuse. By increasing this parameter, MySQL can handle a higher number of concurrent connections and access a large number of tables efficiently. It helps optimize performance by reducing the overhead of opening and closing tables frequently.",MySQL,0
tablespace_definition_cache,Integer,"The `tablespace_definition_cache` parameter in MySQL controls the number of tablespace definitions stored in the cache. This cache is used to improve performance by avoiding the need to look up tablespace definitions from the data dictionary repeatedly. By adjusting this parameter, users can optimize the memory allocation for caching tablespace definitions, impacting the efficiency of operations related to tablespaces in MySQL.",MySQL,0
telemetry.otel_log_level,Enumeration,"The `telemetry.otel_log_level` MySQL configuration parameter specifies the log level for OpenTelemetry instrumentation. Possible values for this parameter include ""debug"", ""info"", ""warn"", and ""error"". This parameter is available in MySQL 8.0.24 and later versions.",MySQL,0
telemetry.query_text_enabled,Boolean,"The `telemetry.query_text_enabled` configuration parameter in MySQL controls whether query text is included in Performance Schema telemetry events. When set to `ON`, it enables the collection of query text information for specific events, aiding in performance analysis and monitoring. This parameter is available in MySQL 8.0 and later versions and is not deprecated.",MySQL,0
telemetry.trace_enabled,Boolean,"The MySQL configuration parameter 'telemetry.trace_enabled' controls whether tracing is enabled for telemetry data collection. When set to true, MySQL captures tracing information for telemetry purposes. This parameter is available in MySQL versions 8.0.16 and higher.",MySQL,0
temptable_max_mmap,Integer,"The `temptable_max_mmap` configuration parameter in MySQL determines the maximum size allowed for in-memory temporary tables created using the memory-mapped file technique. It specifies the limit for memory-mapped temporary tables, which can enhance performance for some workloads. This parameter is available in MySQL 8.0 and later versions.",MySQL,0
temptable_max_ram,Integer,"The `temptable_max_ram` MySQL configuration parameter specifies the maximum amount of memory that can be allocated for in-memory temporary tables within a query. Temporary tables are used during query processing for sorting and grouping operations, and this parameter helps control the memory used for such tasks. It is important to set this value appropriately to prevent excessive memory consumption during query execution. This parameter is supported in MySQL versions 5.7 and later.",MySQL,0
temptable_use_mmap,Boolean,The MySQL configuration parameter temptable_use_mmap is not a valid or recognized parameter in MySQL. Please refer to the official MySQL documentation for a list of valid configuration parameters.,MySQL,0
terminology_use_previous,Enumeration,"The MySQL configuration parameter ""terminology_use_previous"" is not a standard or officially documented parameter in the MySQL documentation. It may not exist in the MySQL server configuration. If you have any other MySQL parameters you would like to inquire about, please feel free to ask for more information.",MySQL,0
thread_cache_size,Integer,The `thread_cache_size` configuration parameter in MySQL specifies the number of threads the server should cache to reduce the thread creation overhead. This parameter helps improve performance by allowing threads to be reused instead of being constantly created and destroyed. It is recommended to set `thread_cache_size` to a value that can accommodate the expected number of connections to efficiently manage thread resources.,MySQL,0
thread_pool_high_priority_connection,Integer,The `thread_pool_high_priority_connection` MySQL configuration parameter defines the number of high-priority connections permitted in the thread pool. High-priority connections are favored over normal connections in the thread pool to ensure priority service. This parameter is available in MySQL version 5.7 and later.,MySQL,0
thread_pool_longrun_trx_limit,Integer,The `thread_pool_longrun_trx_limit` parameter in MySQL configures the maximum number of transactions that can run for a long time in the thread pool's long-run thread group. Transactions exceeding this limit are moved to the short-run thread group for better resource management. This parameter is available in MySQL version 8.0 and later.,MySQL,0
thread_pool_max_active_query_threads,Integer,"The `thread_pool_max_active_query_threads` parameter in MySQL dictates the maximum number of queries that can be actively processed in the thread pool concurrently. Once this limit is reached, additional queries are queued until a thread becomes available. This parameter helps manage the workload on the MySQL server by controlling the number of active queries executing simultaneously.",MySQL,0
thread_pool_max_transactions_limit,Integer,"The `thread_pool_max_transactions_limit` MySQL configuration parameter specifies the maximum number of transactions to allow within the thread pool. When this limit is reached, new transactions are either queued or rejected based on the `thread_pool_max_threads` setting. This parameter is relevant for MySQL versions 5.7.5 and later.",MySQL,0
thread_pool_max_unused_threads,Integer,"- **Parameter Name:** thread_pool_max_unused_threads
- **Description:** Specifies the maximum number of unused threads that the Thread Pool plugin retains in the thread pool for potential reuse. Exceeding this value causes the excessive threads to be discarded, up to thread_pool_size, and new threads are created as needed to handle new client connections. This parameter is available in MySQL 8.0.20 and later versions.
",MySQL,0
thread_pool_prio_kickup_timer,Integer,"The `thread_pool_prio_kickup_timer` MySQL configuration parameter is utilized to specify the time interval, in milliseconds, after which a connection with higher priority can preempt a lower-priority connection in the thread pool as per the thread_pool_prio_kickup_mode setting. This parameter facilitates the prioritization of client connections based on their importance, enabling efficient resource allocation within the thread pool subsystem of MySQL Server. The `thread_pool_prio_kickup_timer` parameter is available in MySQL 5.7.7 and later versions.",MySQL,0
thread_pool_query_threads_per_group,Integer,The `thread_pool_query_threads_per_group` parameter in MySQL configures the number of worker threads per group that can process queries in the thread pool plugin. This setting determines the concurrency level for query execution within each group. It is a dynamic variable available in MySQL 5.6 and later versions.,MySQL,0
thread_pool_stall_limit,Integer,"The `thread_pool_stall_limit` parameter in MySQL server configuration determines the maximum number of times a connection thread will ""stall"" due to insufficient read/write resources before being forcibly disconnected. Once this limit is reached, the connection is terminated to prevent resource exhaustion in the thread pool. This feature is available in MySQL 5.7.17 and later versions, specifically suitable for server environments where managing thread stalls is critical for performance optimization.",MySQL,0
thread_pool_transaction_delay,Integer,"The `thread_pool_transaction_delay` MySQL configuration parameter specifies the delay, in microseconds, for transactions handled by the thread pool plugin. When a delay is set, transactions may be held before execution, allowing for potential batching and reducing the number of context switches between threads. This parameter is specific to MySQL versions that support the thread pool plugin, such as MySQL 5.7 and later.",MySQL,0
time_zone,String,"The `time_zone` parameter in MySQL server configuration defines the default time zone used for displaying and interpreting temporal data. It allows users to set a specific time zone globally for the server, impacting date and time-related functions and storage. It helps ensure consistent handling of time-related data across different queries and client connections.",MySQL,0
timestamp,Numeric,The `timestamp` is a MySQL configuration parameter that specifies a column in a table to automatically record the timestamp of when a row was created or last updated. This data type represents datetime values using UTC to ensure consistency regardless of the server's timezone setting. The `timestamp` data type has been a part of MySQL since version 3.23. createTime and updateTime fields are commonly defined with the `timestamp`.,MySQL,0
tls_ciphersuites,String,The `tls_ciphersuites` MySQL configuration parameter specifies the list of allowed TLS ciphersuites for encrypted connections. It allows administrators to restrict the ciphersuites that the server supports for securing communication between clients and the server using TLS. This parameter enables fine-grained control over the security measures employed during encrypted connections in MySQL.,MySQL,0
tls_version,String,The `tls_version` parameter in MySQL is used to specify the minimum Transport Layer Security (TLS) protocol version that the server will use for encrypted connections. This parameter allows administrators to enforce a minimum security level for TLS connections by restricting the accepted protocol versions. It is available starting from MySQL version 5.7.11.,MySQL,0
tmp_table_size,Integer,The MySQL configuration parameter tmp_table_size specifies the maximum size in bytes for temporary tables created in memory. Temporary tables exceeding this size are converted to on-disk tables. It is recommended to set this parameter based on the workload to balance memory usage and performance. This parameter is supported in MySQL 5.7 and later versions.,MySQL,0
transaction_alloc_block_size,Integer,The `transaction_alloc_block_size` MySQL configuration parameter specifies the size of the memory block allocated for transaction IDs during statement execution within an active transaction. It controls the memory allocation granularity to improve performance and optimize memory usage when handling transaction-related operations. It is available in MySQL 8.0 and later versions.,MySQL,0
transaction_allow_batching,Boolean,"The `transaction_allow_batching` parameter in MySQL controls whether XA transaction commands can be batched together and sent to the server simultaneously. Enabling this parameter can improve the efficiency of handling multiple XA transactions, particularly when there are multiple transaction branches involved. This parameter is available in MySQL versions 8.0.22 and later.",MySQL,0
transaction_isolation,Enumeration,"The `transaction_isolation` MySQL configuration parameter determines the isolation level for transactions in the database system. It specifies how transactions interact with each other concurrently, affecting their visibility to other transactions and the level of data integrity maintained. Possible values for this parameter include options like READ COMMITTED, READ UNCOMMITTED, REPEATABLE READ, and SERIALIZABLE. This parameter is available in MySQL versions later than 5.6.5.",MySQL,0
transaction_prealloc_size,Integer,"The `transaction_prealloc_size` configuration parameter in MySQL determines the initial size, in bytes, allocated for multi-versioning. This memory pool helps manage transaction identifiers in the InnoDB storage engine. This parameter is applicable to MySQL versions 5.6.7 to 5.7.x.",MySQL,0
transaction_read_only,Boolean,"The `transaction_read_only` parameter in MySQL determines whether the current transaction is read-only. When set to `ON`, it specifies that subsequent statements within the current transaction are read-only. This parameter can be set dynamically using `SET TRANSACTION`. It is not deprecated and applies to MySQL version 5.6 and above.",MySQL,0
unique_checks,Boolean,"The `unique_checks` configuration parameter in MySQL is a Boolean option that determines whether uniqueness checks constraints on unique indexes are enforced. When set to `1` (ON), MySQL enforces uniqueness checks. Setting `unique_checks` to `0` (OFF) allows to temporarily disable uniqueness checks. This parameter affects most statements that modify table contents. The `unique_checks` parameter is supported in all versions of MySQL.",MySQL,0
updatable_views_with_limit,Boolean,"The `updatable_views_with_limit` MySQL configuration parameter determines whether views that use the LIMIT clause are updatable. When set to 1 (the default), views with the LIMIT clause can be updated, and when set to 0, such views are not updatable. This setting applies to MySQL 8.0.28 and later versions.",MySQL,0
use_secondary_engine,Enumeration,"The use_secondary_engine MySQL configuration parameter specifies whether the server should use a secondary storage engine for specific operations. This parameter allows for leveraging a different storage engine for certain tasks, providing flexibility in optimizing performance or functionality based on requirements. It is not deprecated and can be used in MySQL versions that support this feature.",MySQL,0
validate_password_check_user_name,Boolean,The `validate_password_check_user_name` parameter in MySQL is used to enforce the validation of user names along with passwords when the validate_password plugin is enabled. It ensures that user names also follow the specified password policy rules set by the validate_password plugin. This parameter was introduced in MySQL 5.6.6.,MySQL,0
validate_password_dictionary_file,File name,The validate_password_dictionary_file MySQL configuration parameter specifies the path to a file containing a list of words used for checking the strength of passwords generated by the validate_password plugin. This parameter enables administrators to define a custom dictionary for password validation. The parameter is available in MySQL 5.6.6 and later versions.,MySQL,0
validate_password_length,Integer,"Parameter Name: validate_password_length

Description: The validate_password_length parameter in MySQL specifies the minimum length for passwords when using the validate_password plugin for password validation. This parameter helps enforce password security policies by ensuring passwords meet a specified minimum length requirement. By setting an appropriate value for this parameter, administrators can enhance the security of MySQL user accounts by requiring passwords to be of a minimum length.",MySQL,0
validate_password_mixed_case_count,Integer,"The `validate_password_mixed_case_count` MySQL configuration parameter specifies the minimum count of uppercase letters required in a valid password as part of the password validation process. By setting this parameter, administrators can enforce password policies that include a specific number of uppercase characters to enhance password strength. This parameter is available starting from MySQL version 5.7.12.",MySQL,0
validate_password_number_count,Integer,The `validate_password_number_count` configuration parameter in MySQL signifies the minimum count of numeric characters required for a password to be considered secure when using the validate_password plugin. Setting a value greater than 0 mandates the inclusion of the specified number of numeric characters in new or updated passwords. This parameter is available starting from MySQL version 5.6.15.,MySQL,0
validate_password_policy,Enumeration,"The `validate_password_policy` MySQL configuration parameter specifies the method used to enforce password strength requirements for account passwords. It determines the minimum requirements for a password to be considered secure, such as length, character types, or case sensitivity. This parameter can be set to different policies like 'LOW', 'MEDIUM', 'STRONG', or 'NONE' to control the level of password complexity enforced by MySQL's internal password validation plugin.",MySQL,0
validate_password_special_char_count,Integer,The `validate_password_special_char_count` MySQL configuration parameter specifies the minimum number of special characters required by the `VALIDATE_PASSWORD_STRENGTH` plugin for password validation. This parameter helps enforce password complexity by defining the minimum count of special characters that must be present in a password. The default value for this parameter is 1. This parameter is available in MySQL 5.6.6 and later versions.,MySQL,0
validate_password.changed_characters_percentage,Integer,The `validate_password.changed_characters_percentage` parameter in MySQL specifies the minimum percentage of characters in a new password that must differ from the previous one to meet the password policy requirements enforced by the `validate_password` plugin. This parameter helps enhance security by ensuring that new passwords are sufficiently distinct from previous ones to prevent easy guessing or reuse of old passwords. This parameter is available in MySQL 5.6.6 and later versions.,MySQL,0
validate_password.check_user_name,Boolean,"The `validate_password.check_user_name` MySQL configuration parameter is used to enable or disable the validation of user names as part of the password policy checks performed by the Validate Password Plugin. When set to `ON`, MySQL will enforce rules to check whether the user name is part of the password, preventing the use of highly guessable passwords. This feature is available in MySQL 5.6.6 and later versions.",MySQL,0
validate_password.dictionary_file,File name,The `validate_password.dictionary_file` parameter in MySQL configures the file path to be used as the dictionary file for the `validate_password` component. This dictionary file contains a list of words that the `validate_password` plugin will consider when checking password strength. The parameter is available in MySQL 5.6.6 and later versions.,MySQL,0
validate_password.length,Integer,The `validate_password.length` configuration parameter in MySQL determines the minimum length requirement for passwords generated using the validate_password plugin. It specifies the minimum number of characters a password must have to be considered valid. This parameter helps enforce stronger password policies by setting a minimum length threshold for user passwords.,MySQL,0
validate_password.mixed_case_count,Integer,"The MySQL configuration parameter ""validate_password.mixed_case_count"" specifies the minimum count of uppercase letters required in a password when using the validate_password plugin. This parameter helps enforce password complexity rules by requiring a certain number of uppercase characters. It is available in MySQL 5.6.0 and later versions.",MySQL,0
validate_password.number_count,Integer,"The `validate_password.number_count` parameter in MySQL server configuration determines the minimum count of numeric characters required in a valid password. By setting this parameter, administrators can enforce password policies that necessitate a specific number of numeric characters for password strength validation. This parameter is available in MySQL version 5.6.6 and later.",MySQL,0
validate_password.policy,Enumeration,"The MySQL configuration parameter `validate_password.policy` specifies the criteria for password strength validation when setting or updating user passwords. It allows administrators to define the level of complexity required for passwords based on predefined policy options, such as low, medium, or strong. This parameter helps enhance security by enforcing stricter password guidelines for MySQL user accounts.",MySQL,0
validate_password.special_char_count,Integer,The `validate_password.special_char_count` MySQL configuration parameter specifies the minimum number of special characters required in a password for the validate_password plugin. This parameter helps enforce stronger password complexity by ensuring a specified count of special characters in user passwords. This parameter is applicable in MySQL 5.6.6 and later versions when using the validate_password plugin for password validation.,MySQL,0
version_tokens_session,String,"The MySQL configuration parameter `version_tokens_session` controls the displaying of version and architecture information in session variables. When set to 1, it includes version and architecture information for the current session. This parameter is available starting from MySQL version 8.0.22.",MySQL,0
wait_timeout,Integer,"The `wait_timeout` parameter in MySQL determines the number of seconds the server waits for activity on a non-interactive connection before closing it. Once this timeout period elapses without any activity, the server will automatically terminate the connection. By adjusting this parameter, administrators can manage connection resources efficiently, preventing idle connections from consuming server resources unnecessarily. This parameter is commonly used to optimize server performance and manage connection handling in MySQL environments.",MySQL,0
windowing_use_high_precision,Boolean,"The `windowing_use_high_precision` MySQL configuration parameter controls whether high precision is used for window functions. When enabled, it allows window functions to use high precision arithmetic, leading to more accurate results but potentially slower performance. This parameter is applicable from MySQL 8.0.11 onwards.",MySQL,0
xa_detach_on_prepare,Boolean,"The `xa_detach_on_prepare` MySQL configuration parameter determines whether an XA transaction is automatically detached during the prepare phase. When enabled, the XA transaction is detached, making it possible to issue further statements not related to the XA transaction. By default, this parameter is disabled. This parameter is available in MySQL 8.0.3 and later versions.",MySQL,0
data_directory,string,Specifies the directory to use for data storage. This parameter can only be set at server start.,PostgreSQL,0
config_file,string,Specifies the main server configuration file (customarily calledpostgresql.conf). This parameter can only be set on thepostgrescommand line.,PostgreSQL,0
hba_file,string,Specifies the configuration file for host-based authentication (customarily calledpg_hba.conf). This parameter can only be set at server start.,PostgreSQL,0
ident_file,string,Specifies the configuration file for user name mapping (customarily calledpg_ident.conf). This parameter can only be set at server start. See alsoSection 20.2.,PostgreSQL,0
external_pid_file,string,Specifies the name of an additional process-ID (PID) file that the server should create for use by server administration programs. This parameter can only be set at server start.,PostgreSQL,0
listen_addresses,string,"Specifies the TCP/IP address(es) on which the server is to listen for connections from client applications. The value takes the form of a comma-separated list of host names and/or numeric IP addresses. The special entry*corresponds to all available IP interfaces. The entry0.0.0.0allows listening for all IPv4 addresses and::allows listening for all IPv6 addresses. If the list is empty, the server does not listen on any IP interface at all, in which case only Unix-domain sockets can be used to connect to it. If the list is not empty, the server will start if it can listen on at least one TCP/IP address. A warning will be emitted for any TCP/IP address which cannot be opened. The default value islocalhost, which allows only local TCP/IP“loopback”connections to be made.While client authentication (Chapter 20) allows fine-grained control over who can access the server,listen_addressescontrols which interfaces accept connection attempts, which can help prevent repeated malicious connection requests on insecure network interfaces. This parameter can only be set at server start.",PostgreSQL,0
port,integer,The TCP port the server listens on; 5432 by default. Note that the same port number is used for all IP addresses the server listens on. This parameter can only be set at server start.,PostgreSQL,0
max_connections,integer,"Determines the maximum number of concurrent connections to the database server. The default is typically 100 connections, but might be less if your kernel settings will not support it (as determined duringinitdb). This parameter can only be set at server start.PostgreSQL sizes certain resources based directly on the value ofmax_connections. Increasing its value leads to higher allocation of those resources, including shared memory.When running a standby server, you must set this parameter to the same or higher value than on the primary server. Otherwise, queries will not be allowed in the standby server.",PostgreSQL,0
reserved_connections,integer,"Determines the number of connection“slots”that are reserved for connections by roles with privileges of thepg_use_reserved_connectionsrole. Whenever the number of free connection slots is greater thansuperuser_reserved_connectionsbut less than or equal to the sum ofsuperuser_reserved_connectionsandreserved_connections, new connections will be accepted only for superusers and roles with privileges ofpg_use_reserved_connections. Ifsuperuser_reserved_connectionsor fewer connection slots are available, new connections will be accepted only for superusers.The default value is zero connections. The value must be less thanmax_connectionsminussuperuser_reserved_connections. This parameter can only be set at server start.",PostgreSQL,0
superuser_reserved_connections,integer,"Determines the number of connection“slots”that are reserved for connections byPostgreSQLsuperusers. At mostmax_connectionsconnections can ever be active simultaneously. Whenever the number of active concurrent connections is at leastmax_connectionsminussuperuser_reserved_connections, new connections will be accepted only for superusers. The connection slots reserved by this parameter are intended as final reserve for emergency use after the slots reserved byreserved_connectionshave been exhausted.The default value is three connections. The value must be less thanmax_connectionsminusreserved_connections. This parameter can only be set at server start.",PostgreSQL,0
unix_socket_directories,string,"Specifies the directory of the Unix-domain socket(s) on which the server is to listen for connections from client applications. Multiple sockets can be created by listing multiple directories separated by commas. Whitespace between entries is ignored; surround a directory name with double quotes if you need to include whitespace or commas in the name. An empty value specifies not listening on any Unix-domain sockets, in which case only TCP/IP sockets can be used to connect to the server.A value that starts with@specifies that a Unix-domain socket in the abstract namespace should be created (currently supported on Linux only). In that case, this value does not specify a“directory”but a prefix from which the actual socket name is computed in the same manner as for the file-system namespace. While the abstract socket name prefix can be chosen freely, since it is not a file-system location, the convention is to nonetheless use file-system-like values such as@/tmp.The default value is normally/tmp, but that can be changed at build time. On Windows, the default is empty, which means no Unix-domain socket is created by default. This parameter can only be set at server start.In addition to the socket file itself, which is named.s.PGSQL.nnnnwherennnnis the server's port number, an ordinary file named.s.PGSQL.nnnn.lockwill be created in each of theunix_socket_directoriesdirectories. Neither file should ever be removed manually. For sockets in the abstract namespace, no lock file is created.",PostgreSQL,0
unix_socket_group,string,"Sets the owning group of the Unix-domain socket(s). (The owning user of the sockets is always the user that starts the server.) In combination with the parameterunix_socket_permissionsthis can be used as an additional access control mechanism for Unix-domain connections. By default this is the empty string, which uses the default group of the server user. This parameter can only be set at server start.This parameter is not supported on Windows. Any setting will be ignored. Also, sockets in the abstract namespace have no file owner, so this setting is also ignored in that case.",PostgreSQL,0
unix_socket_permissions,integer,"Sets the access permissions of the Unix-domain socket(s). Unix-domain sockets use the usual Unix file system permission set. The parameter value is expected to be a numeric mode specified in the format accepted by thechmodandumasksystem calls. (To use the customary octal format the number must start with a0(zero).)The default permissions are0777, meaning anyone can connect. Reasonable alternatives are0770(only user and group, see alsounix_socket_group) and0700(only user). (Note that for a Unix-domain socket, only write permission matters, so there is no point in setting or revoking read or execute permissions.)This access control mechanism is independent of the one described inChapter 20.This parameter can only be set at server start.This parameter is irrelevant on systems, notably Solaris as of Solaris 10, that ignore socket permissions entirely. There, one can achieve a similar effect by pointingunix_socket_directoriesto a directory having search permission limited to the desired audience.Sockets in the abstract namespace have no file permissions, so this setting is also ignored in that case.",PostgreSQL,0
bonjour,boolean,Enables advertising the server's existence viaBonjour. The default is off. This parameter can only be set at server start.,PostgreSQL,0
bonjour_name,string,Specifies theBonjourservice name. The computer name is used if this parameter is set to the empty string''(which is the default). This parameter is ignored if the server was not compiled withBonjoursupport. This parameter can only be set at server start.,PostgreSQL,0
tcp_keepalives_idle,integer,"Specifies the amount of time with no network activity after which the operating system should send a TCP keepalive message to the client. If this value is specified without units, it is taken as seconds. A value of 0 (the default) selects the operating system's default. On Windows, setting a value of 0 will set this parameter to 2 hours, since Windows does not provide a way to read the system default value. This parameter is supported only on systems that supportTCP_KEEPIDLEor an equivalent socket option, and on Windows; on other systems, it must be zero. In sessions connected via a Unix-domain socket, this parameter is ignored and always reads as zero.",PostgreSQL,0
tcp_keepalives_interval,integer,"Specifies the amount of time after which a TCP keepalive message that has not been acknowledged by the client should be retransmitted. If this value is specified without units, it is taken as seconds. A value of 0 (the default) selects the operating system's default. On Windows, setting a value of 0 will set this parameter to 1 second, since Windows does not provide a way to read the system default value. This parameter is supported only on systems that supportTCP_KEEPINTVLor an equivalent socket option, and on Windows; on other systems, it must be zero. In sessions connected via a Unix-domain socket, this parameter is ignored and always reads as zero.",PostgreSQL,0
tcp_keepalives_count,integer,"Specifies the number of TCP keepalive messages that can be lost before the server's connection to the client is considered dead. A value of 0 (the default) selects the operating system's default. This parameter is supported only on systems that supportTCP_KEEPCNTor an equivalent socket option (which does not include Windows); on other systems, it must be zero. In sessions connected via a Unix-domain socket, this parameter is ignored and always reads as zero.",PostgreSQL,0
