knob_name,type,description
min_parallel_table_scan_size,integer,"Sets the minimum amount of table data that must be scanned in order for a parallel scan to be considered. For a parallel sequential scan, the amount of table data scanned is always equal to the size of the table, but when indexes are used the amount of table data scanned will normally be less. If this value is specified without units, it is taken as blocks, that isBLCKSZbytes, typically 8kB. The default is 8 megabytes (8MB)."
min_parallel_index_scan_size,integer,"Sets the minimum amount of index data that must be scanned in order for a parallel scan to be considered. Note that a parallel index scan typically won't touch the entire index; it is the number of pages which the planner believes will actually be touched by the scan which is relevant. This parameter is also used to decide whether a particular index can participate in a parallel vacuum. SeeVACUUM. If this value is specified without units, it is taken as blocks, that isBLCKSZbytes, typically 8kB. The default is 512 kilobytes (512kB)."
effective_cache_size,integer,"Sets the planner's assumption about the effective size of the disk cache that is available to a single query. This is factored into estimates of the cost of using an index; a higher value makes it more likely index scans will be used, a lower value makes it more likely sequential scans will be used. When setting this parameter you should consider bothPostgreSQL's shared buffers and the portion of the kernel's disk cache that will be used forPostgreSQLdata files, though some data might exist in both places. Also, take into account the expected number of concurrent queries on different tables, since they will have to share the available space. This parameter has no effect on the size of shared memory allocated byPostgreSQL, nor does it reserve kernel disk cache; it is used only for estimation purposes. The system also does not assume data remains in the disk cache between queries. If this value is specified without units, it is taken as blocks, that isBLCKSZbytes, typically 8kB. The default is 4 gigabytes (4GB). (IfBLCKSZis not 8kB, the default value scales proportionally to it.)"
jit_above_cost,floating point,"Sets the query cost above which JIT compilation is activated, if enabled (seeChapter 30). PerformingJITcosts planning time but can accelerate query execution. Setting this to-1disables JIT compilation. The default is100000."
jit_inline_above_cost,floating point,"Sets the query cost above which JIT compilation attempts to inline functions and operators. Inlining adds planning time, but can improve execution speed. It is not meaningful to set this to less thanjit_above_cost. Setting this to-1disables inlining. The default is500000."
jit_optimize_above_cost,floating point,"Sets the query cost above which JIT compilation applies expensive optimizations. Such optimization adds planning time, but can improve execution speed. It is not meaningful to set this to less thanjit_above_cost, and it is unlikely to be beneficial to set it to more thanjit_inline_above_cost. Setting this to-1disables expensive optimizations. The default is500000."
geqo,boolean,Enables or disables genetic query optimization. This is on by default. It is usually best not to turn it off in production; thegeqo_thresholdvariable provides more granular control of GEQO.
geqo_threshold,integer,"Use genetic query optimization to plan queries with at least this manyFROMitems involved. (Note that aFULL OUTER JOINconstruct counts as only oneFROMitem.) The default is 12. For simpler queries it is usually best to use the regular, exhaustive-search planner, but for queries with many tables the exhaustive search takes too long, often longer than the penalty of executing a suboptimal plan. Thus, a threshold on the size of the query is a convenient way to manage use of GEQO."
geqo_effort,integer,"Controls the trade-off between planning time and query plan quality in GEQO. This variable must be an integer in the range from 1 to 10. The default value is five. Larger values increase the time spent doing query planning, but also increase the likelihood that an efficient query plan will be chosen.geqo_effortdoesn't actually do anything directly; it is only used to compute the default values for the other variables that influence GEQO behavior (described below). If you prefer, you can set the other parameters by hand instead."
geqo_pool_size,integer,"Controls the pool size used by GEQO, that is the number of individuals in the genetic population. It must be at least two, and useful values are typically 100 to 1000. If it is set to zero (the default setting) then a suitable value is chosen based ongeqo_effortand the number of tables in the query."
geqo_generations,integer,"Controls the number of generations used by GEQO, that is the number of iterations of the algorithm. It must be at least one, and useful values are in the same range as the pool size. If it is set to zero (the default setting) then a suitable value is chosen based ongeqo_pool_size."
geqo_selection_bias,floating point,Controls the selection bias used by GEQO. The selection bias is the selective pressure within the population. Values can be from 1.50 to 2.00; the latter is the default.
geqo_seed,floating point,"Controls the initial value of the random number generator used by GEQO to select random paths through the join order search space. The value can range from zero (the default) to one. Varying the value changes the set of join paths explored, and may result in a better or worse best path being found."
default_statistics_target,integer,"Sets the default statistics target for table columns without a column-specific target set viaALTER TABLE SET STATISTICS. Larger values increase the time needed to doANALYZE, but might improve the quality of the planner's estimates. The default is 100. For more information on the use of statistics by thePostgreSQLquery planner, refer toSection 14.2."
constraint_exclusion,enum,"Controls the query planner's use of table constraints to optimize queries. The allowed values ofconstraint_exclusionareon(examine constraints for all tables),off(never examine constraints), andpartition(examine constraints only for inheritance child tables andUNION ALLsubqueries).partitionis the default setting. It is often used with traditional inheritance trees to improve performance.When this parameter allows it for a particular table, the planner compares query conditions with the table'sCHECKconstraints, and omits scanning tables for which the conditions contradict the constraints. For example:CREATE TABLE parent(key integer, ...);
CREATE TABLE child1000(check (key between 1000 and 1999)) INHERITS(parent);
CREATE TABLE child2000(check (key between 2000 and 2999)) INHERITS(parent);
...
SELECT * FROM parent WHERE key = 2400;With constraint exclusion enabled, thisSELECTwill not scanchild1000at all, improving performance.Currently, constraint exclusion is enabled by default only for cases that are often used to implement table partitioning via inheritance trees. Turning it on for all tables imposes extra planning overhead that is quite noticeable on simple queries, and most often will yield no benefit for simple queries. If you have no tables that are partitioned using traditional inheritance, you might prefer to turn it off entirely. (Note that the equivalent feature for partitioned tables is controlled by a separate parameter,enable_partition_pruning.)Refer toSection 5.12.5for more information on using constraint exclusion to implement partitioning."
cursor_tuple_fraction,floating point,"Sets the planner's estimate of the fraction of a cursor's rows that will be retrieved. The default is 0.1. Smaller values of this setting bias the planner towards using“fast start”plans for cursors, which will retrieve the first few rows quickly while perhaps taking a long time to fetch all rows. Larger values put more emphasis on the total estimated time. At the maximum setting of 1.0, cursors are planned exactly like regular queries, considering only the total estimated time and not how soon the first rows might be delivered."
from_collapse_limit,integer,"The planner will merge sub-queries into upper queries if the resultingFROMlist would have no more than this many items. Smaller values reduce planning time but might yield inferior query plans. The default is eight. For more information seeSection 14.3.Setting this value togeqo_thresholdor more may trigger use of the GEQO planner, resulting in non-optimal plans. SeeSection 19.7.3."
jit,boolean,"Determines whetherJITcompilation may be used byPostgreSQL, if available (seeChapter 30). The default ison."
join_collapse_limit,integer,"The planner will rewrite explicitJOINconstructs (exceptFULL JOINs) into lists ofFROMitems whenever a list of no more than this many items would result. Smaller values reduce planning time but might yield inferior query plans.By default, this variable is set the same asfrom_collapse_limit, which is appropriate for most uses. Setting it to 1 prevents any reordering of explicitJOINs. Thus, the explicit join order specified in the query will be the actual order in which the relations are joined. Because the query planner does not always choose the optimal join order, advanced users can elect to temporarily set this variable to 1, and then specify the join order they desire explicitly. For more information seeSection 14.3.Setting this value togeqo_thresholdor more may trigger use of the GEQO planner, resulting in non-optimal plans. SeeSection 19.7.3."
plan_cache_mode,enum,"Prepared statements (either explicitly prepared or implicitly generated, for example by PL/pgSQL) can be executed using custom or generic plans. Custom plans are made afresh for each execution using its specific set of parameter values, while generic plans do not rely on the parameter values and can be re-used across executions. Thus, use of a generic plan saves planning time, but if the ideal plan depends strongly on the parameter values then a generic plan may be inefficient. The choice between these options is normally made automatically, but it can be overridden withplan_cache_mode. The allowed values areauto(the default),force_custom_planandforce_generic_plan. This setting is considered when a cached plan is to be executed, not when it is prepared. For more information seePREPARE."
recursive_worktable_factor,floating point,"Sets the planner's estimate of the average size of the working table of arecursive query, as a multiple of the estimated size of the initial non-recursive term of the query. This helps the planner choose the most appropriate method for joining the working table to the query's other tables. The default value is10.0. A smaller value such as1.0can be helpful when the recursion has low“fan-out”from one step to the next, as for example in shortest-path queries. Graph analytics queries may benefit from larger-than-default values."
log_destination,string,"PostgreSQLsupports several methods for logging server messages, includingstderr,csvlog,jsonlog, andsyslog. On Windows,eventlogis also supported. Set this parameter to a list of desired log destinations separated by commas. The default is to log tostderronly. This parameter can only be set in thepostgresql.conffile or on the server command line.Ifcsvlogis included inlog_destination, log entries are output in“comma separated value”(CSV) format, which is convenient for loading logs into programs. SeeSection 19.8.4for details.logging_collectormust be enabled to generate CSV-format log output.Ifjsonlogis included inlog_destination, log entries are output inJSONformat, which is convenient for loading logs into programs. SeeSection 19.8.5for details.logging_collectormust be enabled to generate JSON-format log output.When eitherstderr,csvlogorjsonlogare included, the filecurrent_logfilesis created to record the location of the log file(s) currently in use by the logging collector and the associated logging destination. This provides a convenient way to find the logs currently in use by the instance. Here is an example of this file's content:stderr log/postgresql.log
csvlog log/postgresql.csv
jsonlog log/postgresql.jsoncurrent_logfilesis recreated when a new log file is created as an effect of rotation, and whenlog_destinationis reloaded. It is removed when none ofstderr,csvlogorjsonlogare included inlog_destination, and when the logging collector is disabled.NoteOn most Unix systems, you will need to alter the configuration of your system'ssyslogdaemon in order to make use of thesyslogoption forlog_destination.PostgreSQLcan log tosyslogfacilitiesLOCAL0throughLOCAL7(seesyslog_facility), but the defaultsyslogconfiguration on most platforms will discard all such messages. You will need to add something like:local0.*    /var/log/postgresqlto thesyslogdaemon's configuration file to make it work.On Windows, when you use theeventlogoption forlog_destination, you should register an event source and its library with the operating system so that the Windows Event Viewer can display event log messages cleanly. SeeSection 18.12for details."
logging_collector,boolean,"This parameter enables thelogging collector, which is a background process that captures log messages sent tostderrand redirects them into log files. This approach is often more useful than logging tosyslog, since some types of messages might not appear insyslogoutput. (One common example is dynamic-linker failure messages; another is error messages produced by scripts such asarchive_command.) This parameter can only be set at server start.NoteIt is possible to log tostderrwithout using the logging collector; the log messages will just go to wherever the server'sstderris directed. However, that method is only suitable for low log volumes, since it provides no convenient way to rotate log files. Also, on some platforms not using the logging collector can result in lost or garbled log output, because multiple processes writing concurrently to the same log file can overwrite each other's output.NoteThe logging collector is designed to never lose messages. This means that in case of extremely high load, server processes could be blocked while trying to send additional log messages when the collector has fallen behind. In contrast,syslogprefers to drop messages if it cannot write them, which means it may fail to log some messages in such cases but it will not block the rest of the system."
log_directory,string,"Whenlogging_collectoris enabled, this parameter determines the directory in which log files will be created. It can be specified as an absolute path, or relative to the cluster data directory. This parameter can only be set in thepostgresql.conffile or on the server command line. The default islog."
log_filename,string,"Whenlogging_collectoris enabled, this parameter sets the file names of the created log files. The value is treated as astrftimepattern, so%-escapes can be used to specify time-varying file names. (Note that if there are any time-zone-dependent%-escapes, the computation is done in the zone specified bylog_timezone.) The supported%-escapes are similar to those listed in the Open Group'sstrftimespecification. Note that the system'sstrftimeis not used directly, so platform-specific (nonstandard) extensions do not work. The default ispostgresql-%Y-%m-%d_%H%M%S.log.If you specify a file name without escapes, you should plan to use a log rotation utility to avoid eventually filling the entire disk. In releases prior to 8.4, if no%escapes were present,PostgreSQLwould append the epoch of the new log file's creation time, but this is no longer the case.If CSV-format output is enabled inlog_destination,.csvwill be appended to the timestamped log file name to create the file name for CSV-format output. (Iflog_filenameends in.log, the suffix is replaced instead.)If JSON-format output is enabled inlog_destination,.jsonwill be appended to the timestamped log file name to create the file name for JSON-format output. (Iflog_filenameends in.log, the suffix is replaced instead.)This parameter can only be set in thepostgresql.conffile or on the server command line."
log_file_mode,integer,"On Unix systems this parameter sets the permissions for log files whenlogging_collectoris enabled. (On Microsoft Windows this parameter is ignored.) The parameter value is expected to be a numeric mode specified in the format accepted by thechmodandumasksystem calls. (To use the customary octal format the number must start with a0(zero).)The default permissions are0600, meaning only the server owner can read or write the log files. The other commonly useful setting is0640, allowing members of the owner's group to read the files. Note however that to make use of such a setting, you'll need to alterlog_directoryto store the files somewhere outside the cluster data directory. In any case, it's unwise to make the log files world-readable, since they might contain sensitive data.This parameter can only be set in thepostgresql.conffile or on the server command line."
log_rotation_age,integer,"Whenlogging_collectoris enabled, this parameter determines the maximum amount of time to use an individual log file, after which a new log file will be created. If this value is specified without units, it is taken as minutes. The default is 24 hours. Set to zero to disable time-based creation of new log files. This parameter can only be set in thepostgresql.conffile or on the server command line."
log_rotation_size,integer,"Whenlogging_collectoris enabled, this parameter determines the maximum size of an individual log file. After this amount of data has been emitted into a log file, a new log file will be created. If this value is specified without units, it is taken as kilobytes. The default is 10 megabytes. Set to zero to disable size-based creation of new log files. This parameter can only be set in thepostgresql.conffile or on the server command line."
log_truncate_on_rotation,boolean,"Whenlogging_collectoris enabled, this parameter will causePostgreSQLto truncate (overwrite), rather than append to, any existing log file of the same name. However, truncation will occur only when a new file is being opened due to time-based rotation, not during server startup or size-based rotation. When off, pre-existing files will be appended to in all cases. For example, using this setting in combination with alog_filenamelikepostgresql-%H.logwould result in generating twenty-four hourly log files and then cyclically overwriting them. This parameter can only be set in thepostgresql.conffile or on the server command line.Example: To keep 7 days of logs, one log file per day namedserver_log.Mon,server_log.Tue, etc., and automatically overwrite last week's log with this week's log, setlog_filenametoserver_log.%a,log_truncate_on_rotationtoon, andlog_rotation_ageto1440.Example: To keep 24 hours of logs, one log file per hour, but also rotate sooner if the log file size exceeds 1GB, setlog_filenametoserver_log.%H%M,log_truncate_on_rotationtoon,log_rotation_ageto60, andlog_rotation_sizeto1000000. Including%Minlog_filenameallows any size-driven rotations that might occur to select a file name different from the hour's initial file name."
syslog_facility,enum,"When logging tosyslogis enabled, this parameter determines thesyslog“facility”to be used. You can choose fromLOCAL0,LOCAL1,LOCAL2,LOCAL3,LOCAL4,LOCAL5,LOCAL6,LOCAL7; the default isLOCAL0. See also the documentation of your system'ssyslogdaemon. This parameter can only be set in thepostgresql.conffile or on the server command line."
syslog_ident,string,"When logging tosyslogis enabled, this parameter determines the program name used to identifyPostgreSQLmessages insysloglogs. The default ispostgres. This parameter can only be set in thepostgresql.conffile or on the server command line."
syslog_sequence_numbers,boolean,"When logging tosyslogand this is on (the default), then each message will be prefixed by an increasing sequence number (such as[2]). This circumvents the“--- last message repeated N times ---”suppression that many syslog implementations perform by default. In more modern syslog implementations, repeated message suppression can be configured (for example,$RepeatedMsgReductioninrsyslog), so this might not be necessary. Also, you could turn this off if you actually want to suppress repeated messages.This parameter can only be set in thepostgresql.conffile or on the server command line."
syslog_split_messages,boolean,"When logging tosyslogis enabled, this parameter determines how messages are delivered to syslog. When on (the default), messages are split by lines, and long lines are split so that they will fit into 1024 bytes, which is a typical size limit for traditional syslog implementations. When off, PostgreSQL server log messages are delivered to the syslog service as is, and it is up to the syslog service to cope with the potentially bulky messages.If syslog is ultimately logging to a text file, then the effect will be the same either way, and it is best to leave the setting on, since most syslog implementations either cannot handle large messages or would need to be specially configured to handle them. But if syslog is ultimately writing into some other medium, it might be necessary or more useful to keep messages logically together.This parameter can only be set in thepostgresql.conffile or on the server command line."
event_source,string,"When logging toevent logis enabled, this parameter determines the program name used to identifyPostgreSQLmessages in the log. The default isPostgreSQL. This parameter can only be set in thepostgresql.conffile or on the server command line."
log_min_messages,enum,"Controls whichmessage levelsare written to the server log. Valid values areDEBUG5,DEBUG4,DEBUG3,DEBUG2,DEBUG1,INFO,NOTICE,WARNING,ERROR,LOG,FATAL, andPANIC. Each level includes all the levels that follow it. The later the level, the fewer messages are sent to the log. The default isWARNING. Note thatLOGhas a different rank here than inclient_min_messages. Only superusers and users with the appropriateSETprivilege can change this setting."
log_min_error_statement,enum,"Controls which SQL statements that cause an error condition are recorded in the server log. The current SQL statement is included in the log entry for any message of the specifiedseverityor higher. Valid values areDEBUG5,DEBUG4,DEBUG3,DEBUG2,DEBUG1,INFO,NOTICE,WARNING,ERROR,LOG,FATAL, andPANIC. The default isERROR, which means statements causing errors, log messages, fatal errors, or panics will be logged. To effectively turn off logging of failing statements, set this parameter toPANIC. Only superusers and users with the appropriateSETprivilege can change this setting."
log_min_duration_statement,integer,"Causes the duration of each completed statement to be logged if the statement ran for at least the specified amount of time. For example, if you set it to250msthen all SQL statements that run 250ms or longer will be logged. Enabling this parameter can be helpful in tracking down unoptimized queries in your applications. If this value is specified without units, it is taken as milliseconds. Setting this to zero prints all statement durations.-1(the default) disables logging statement durations. Only superusers and users with the appropriateSETprivilege can change this setting.This overrideslog_min_duration_sample, meaning that queries with duration exceeding this setting are not subject to sampling and are always logged.For clients using extended query protocol, durations of the Parse, Bind, and Execute steps are logged independently.NoteWhen using this option together withlog_statement, the text of statements that are logged because oflog_statementwill not be repeated in the duration log message. If you are not usingsyslog, it is recommended that you log the PID or session ID usinglog_line_prefixso that you can link the statement message to the later duration message using the process ID or session ID."
log_min_duration_sample,integer,"Allows sampling the duration of completed statements that ran for at least the specified amount of time. This produces the same kind of log entries aslog_min_duration_statement, but only for a subset of the executed statements, with sample rate controlled bylog_statement_sample_rate. For example, if you set it to100msthen all SQL statements that run 100ms or longer will be considered for sampling. Enabling this parameter can be helpful when the traffic is too high to log all queries. If this value is specified without units, it is taken as milliseconds. Setting this to zero samples all statement durations.-1(the default) disables sampling statement durations. Only superusers and users with the appropriateSETprivilege can change this setting.This setting has lower priority thanlog_min_duration_statement, meaning that statements with durations exceedinglog_min_duration_statementare not subject to sampling and are always logged.Other notes forlog_min_duration_statementapply also to this setting."
log_statement_sample_rate,floating point,"Determines the fraction of statements with duration exceedinglog_min_duration_samplethat will be logged. Sampling is stochastic, for example0.5means there is statistically one chance in two that any given statement will be logged. The default is1.0, meaning to log all sampled statements. Setting this to zero disables sampled statement-duration logging, the same as settinglog_min_duration_sampleto-1. Only superusers and users with the appropriateSETprivilege can change this setting."
log_transaction_sample_rate,floating point,"Sets the fraction of transactions whose statements are all logged, in addition to statements logged for other reasons. It applies to each new transaction regardless of its statements' durations. Sampling is stochastic, for example0.1means there is statistically one chance in ten that any given transaction will be logged.log_transaction_sample_ratecan be helpful to construct a sample of transactions. The default is0, meaning not to log statements from any additional transactions. Setting this to1logs all statements of all transactions. Only superusers and users with the appropriateSETprivilege can change this setting.NoteLike all statement-logging options, this option can add significant overhead."
log_startup_progress_interval,integer,"Sets the amount of time after which the startup process will log a message about a long-running operation that is still in progress, as well as the interval between further progress messages for that operation. The default is 10 seconds. A setting of0disables the feature. If this value is specified without units, it is taken as milliseconds. This setting is applied separately to each operation. This parameter can only be set in thepostgresql.conffile or on the server command line.For example, if syncing the data directory takes 25 seconds and thereafter resetting unlogged relations takes 8 seconds, and if this setting has the default value of 10 seconds, then a messages will be logged for syncing the data directory after it has been in progress for 10 seconds and again after it has been in progress for 20 seconds, but nothing will be logged for resetting unlogged relations."
application_name,string,Theapplication_namecan be any string of less thanNAMEDATALENcharacters (64 characters in a standard build). It is typically set by an application upon connection to the server. The name will be displayed in thepg_stat_activityview and included in CSV log entries. It can also be included in regular log entries via thelog_line_prefixparameter. Only printable ASCII characters may be used in theapplication_namevalue. Other characters are replaced withC-style hexadecimal escapes.
debug_print_parse,boolean,"These parameters enable various debugging output to be emitted. When set, they print the resulting parse tree, the query rewriter output, or the execution plan for each executed query. These messages are emitted atLOGmessage level, so by default they will appear in the server log but will not be sent to the client. You can change that by adjustingclient_min_messagesand/orlog_min_messages. These parameters are off by default."
debug_pretty_print,boolean,"When set,debug_pretty_printindents the messages produced bydebug_print_parse,debug_print_rewritten, ordebug_print_plan. This results in more readable but much longer output than the“compact”format used when it is off. It is on by default."
log_autovacuum_min_duration,integer,"Causes each action executed by autovacuum to be logged if it ran for at least the specified amount of time. Setting this to zero logs all autovacuum actions.-1disables logging autovacuum actions. If this value is specified without units, it is taken as milliseconds. For example, if you set this to250msthen all automatic vacuums and analyzes that run 250ms or longer will be logged. In addition, when this parameter is set to any value other than-1, a message will be logged if an autovacuum action is skipped due to a conflicting lock or a concurrently dropped relation. The default is10min. Enabling this parameter can be helpful in tracking autovacuum activity. This parameter can only be set in thepostgresql.conffile or on the server command line; but the setting can be overridden for individual tables by changing table storage parameters."
log_checkpoints,boolean,"Causes checkpoints and restartpoints to be logged in the server log. Some statistics are included in the log messages, including the number of buffers written and the time spent writing them. This parameter can only be set in thepostgresql.conffile or on the server command line. The default is on."
log_connections,boolean,"Causes each attempted connection to the server to be logged, as well as successful completion of both client authentication (if necessary) and authorization. Only superusers and users with the appropriateSETprivilege can change this parameter at session start, and it cannot be changed at all within a session. The default isoff.NoteSome client programs, likepsql, attempt to connect twice while determining if a password is required, so duplicate“connection received”messages do not necessarily indicate a problem."
log_disconnections,boolean,"Causes session terminations to be logged. The log output provides information similar tolog_connections, plus the duration of the session. Only superusers and users with the appropriateSETprivilege can change this parameter at session start, and it cannot be changed at all within a session. The default isoff."
log_duration,boolean,"Causes the duration of every completed statement to be logged. The default isoff. Only superusers and users with the appropriateSETprivilege can change this setting.For clients using extended query protocol, durations of the Parse, Bind, and Execute steps are logged independently.NoteThe difference between enablinglog_durationand settinglog_min_duration_statementto zero is that exceedinglog_min_duration_statementforces the text of the query to be logged, but this option doesn't. Thus, iflog_durationisonandlog_min_duration_statementhas a positive value, all durations are logged but the query text is included only for statements exceeding the threshold. This behavior can be useful for gathering statistics in high-load installations."
log_error_verbosity,enum,"Controls the amount of detail written in the server log for each message that is logged. Valid values areTERSE,DEFAULT, andVERBOSE, each adding more fields to displayed messages.TERSEexcludes the logging ofDETAIL,HINT,QUERY, andCONTEXTerror information.VERBOSEoutput includes theSQLSTATEerror code (see alsoAppendix A) and the source code file name, function name, and line number that generated the error. Only superusers and users with the appropriateSETprivilege can change this setting."
log_hostname,boolean,"By default, connection log messages only show the IP address of the connecting host. Turning this parameter on causes logging of the host name as well. Note that depending on your host name resolution setup this might impose a non-negligible performance penalty. This parameter can only be set in thepostgresql.conffile or on the server command line."
log_line_prefix,string,"This is aprintf-style string that is output at the beginning of each log line.%characters begin“escape sequences”that are replaced with status information as outlined below. Unrecognized escapes are ignored. Other characters are copied straight to the log line. Some escapes are only recognized by session processes, and will be treated as empty by background processes such as the main server process. Status information may be aligned either left or right by specifying a numeric literal after the % and before the option. A negative value will cause the status information to be padded on the right with spaces to give it a minimum width, whereas a positive value will pad on the left. Padding can be useful to aid human readability in log files.This parameter can only be set in thepostgresql.conffile or on the server command line. The default is'%m [%p] 'which logs a time stamp and the process ID.EscapeEffectSession only%aApplication nameyes%uUser nameyes%dDatabase nameyes%rRemote host name or IP address, and remote portyes%hRemote host name or IP addressyes%bBackend typeno%pProcess IDno%PProcess ID of the parallel group leader, if this process is a parallel query workerno%tTime stamp without millisecondsno%mTime stamp with millisecondsno%nTime stamp with milliseconds (as a Unix epoch)no%iCommand tag: type of session's current commandyes%eSQLSTATE error codeno%cSession ID: see belowno%lNumber of the log line for each session or process, starting at 1no%sProcess start time stampno%vVirtual transaction ID (procNumber/localXID); seeSection 66.1no%xTransaction ID (0 if none is assigned); seeSection 66.1no%qProduces no output, but tells non-session processes to stop at this point in the string; ignored by session processesno%QQuery identifier of the current query. Query identifiers are not computed by default, so this field will be zero unlesscompute_query_idparameter is enabled or a third-party module that computes query identifiers is configured.yes%%Literal%noThe backend type corresponds to the columnbackend_typein the viewpg_stat_activity, but additional types can appear in the log that don't show in that view.The%cescape prints a quasi-unique session identifier, consisting of two 4-byte hexadecimal numbers (without leading zeros) separated by a dot. The numbers are the process start time and the process ID, so%ccan also be used as a space saving way of printing those items. For example, to generate the session identifier frompg_stat_activity, use this query:SELECT to_hex(trunc(EXTRACT(EPOCH FROM backend_start))::integer) || '.' ||
       to_hex(pid)
FROM pg_stat_activity;TipIf you set a nonempty value forlog_line_prefix, you should usually make its last character be a space, to provide visual separation from the rest of the log line. A punctuation character can be used too.TipSyslogproduces its own time stamp and process ID information, so you probably do not want to include those escapes if you are logging tosyslog.TipThe%qescape is useful when including information that is only available in session (backend) context like user or database name. For example:log_line_prefix = '%m [%p] %q%u@%d/%a 'NoteThe%Qescape always reports a zero identifier for lines output bylog_statementbecauselog_statementgenerates output before an identifier can be calculated, including invalid statements for which an identifier cannot be calculated."
log_lock_waits,boolean,Controls whether a log message is produced when a session waits longer thandeadlock_timeoutto acquire a lock. This is useful in determining if lock waits are causing poor performance. The default isoff. Only superusers and users with the appropriateSETprivilege can change this setting.
log_recovery_conflict_waits,boolean,Controls whether a log message is produced when the startup process waits longer thandeadlock_timeoutfor recovery conflicts. This is useful in determining if recovery conflicts prevent the recovery from applying WAL.The default isoff. This parameter can only be set in thepostgresql.conffile or on the server command line.
log_parameter_max_length,integer,"If greater than zero, each bind parameter value logged with a non-error statement-logging message is trimmed to this many bytes. Zero disables logging of bind parameters for non-error statement logs.-1(the default) allows bind parameters to be logged in full. If this value is specified without units, it is taken as bytes. Only superusers and users with the appropriateSETprivilege can change this setting.This setting only affects log messages printed as a result oflog_statement,log_duration, and related settings. Non-zero values of this setting add some overhead, particularly if parameters are sent in binary form, since then conversion to text is required."
log_parameter_max_length_on_error,integer,"If greater than zero, each bind parameter value reported in error messages is trimmed to this many bytes. Zero (the default) disables including bind parameters in error messages.-1allows bind parameters to be printed in full. If this value is specified without units, it is taken as bytes.Non-zero values of this setting add overhead, asPostgreSQLwill need to store textual representations of parameter values in memory at the start of each statement, whether or not an error eventually occurs. The overhead is greater when bind parameters are sent in binary form than when they are sent as text, since the former case requires data conversion while the latter only requires copying the string."
log_statement,enum,"Controls which SQL statements are logged. Valid values arenone(off),ddl,mod, andall(all statements).ddllogs all data definition statements, such asCREATE,ALTER, andDROPstatements.modlogs allddlstatements, plus data-modifying statements such asINSERT,UPDATE,DELETE,TRUNCATE, andCOPY FROM.PREPARE,EXECUTE, andEXPLAIN ANALYZEstatements are also logged if their contained command is of an appropriate type. For clients using extended query protocol, logging occurs when an Execute message is received, and values of the Bind parameters are included (with any embedded single-quote marks doubled).The default isnone. Only superusers and users with the appropriateSETprivilege can change this setting.NoteStatements that contain simple syntax errors are not logged even by thelog_statement=allsetting, because the log message is emitted only after basic parsing has been done to determine the statement type. In the case of extended query protocol, this setting likewise does not log statements that fail before the Execute phase (i.e., during parse analysis or planning). Setlog_min_error_statementtoERROR(or lower) to log such statements.Logged statements might reveal sensitive data and even contain plaintext passwords."
log_replication_commands,boolean,Causes each replication command andwalsenderprocess's replication slot acquisition/release to be logged in the server log. SeeSection 53.4for more information about replication command. The default value isoff. Only superusers and users with the appropriateSETprivilege can change this setting.
log_temp_files,integer,"Controls logging of temporary file names and sizes. Temporary files can be created for sorts, hashes, and temporary query results. If enabled by this setting, a log entry is emitted for each temporary file, with the file size specified in bytes, when it is deleted. A value of zero logs all temporary file information, while positive values log only files whose size is greater than or equal to the specified amount of data. If this value is specified without units, it is taken as kilobytes. The default setting is -1, which disables such logging. Only superusers and users with the appropriateSETprivilege can change this setting."
log_timezone,string,"Sets the time zone used for timestamps written in the server log. UnlikeTimeZone, this value is cluster-wide, so that all sessions will report timestamps consistently. The built-in default isGMT, but that is typically overridden inpostgresql.conf;initdbwill install a setting there corresponding to its system environment. SeeSection 8.5.3for more information. This parameter can only be set in thepostgresql.conffile or on the server command line."
cluster_name,string,"Sets a name that identifies this database cluster (instance) for various purposes. The cluster name appears in the process title for all server processes in this cluster. Moreover, it is the default application name for a standby connection (seesynchronous_standby_names).The name can be any string of less thanNAMEDATALENcharacters (64 characters in a standard build). Only printable ASCII characters may be used in thecluster_namevalue. Other characters are replaced withC-style hexadecimal escapes. No name is shown if this parameter is set to the empty string''(which is the default). This parameter can only be set at server start."
update_process_title,boolean,"Enables updating of the process title every time a new SQL command is received by the server. This setting defaults toonon most platforms, but it defaults tooffon Windows due to that platform's larger overhead for updating the process title. Only superusers and users with the appropriateSETprivilege can change this setting."
track_activities,boolean,"Enables the collection of information on the currently executing command of each session, along with its identifier and the time when that command began execution. This parameter is on by default. Note that even when enabled, this information is only visible to superusers, roles with privileges of thepg_read_all_statsrole and the user owning the sessions being reported on (including sessions belonging to a role they have the privileges of), so it should not represent a security risk. Only superusers and users with the appropriateSETprivilege can change this setting."
track_activity_query_size,integer,"Specifies the amount of memory reserved to store the text of the currently executing command for each active session, for thepg_stat_activity.queryfield. If this value is specified without units, it is taken as bytes. The default value is 1024 bytes. This parameter can only be set at server start."
track_counts,boolean,"Enables collection of statistics on database activity. This parameter is on by default, because the autovacuum daemon needs the collected information. Only superusers and users with the appropriateSETprivilege can change this setting."
